id,name,city,address,price_per_night,rating,phone,website
944,Ocean Apartments Monsoon,Quảng Ngãi,"56 Đồng Khởi, Quảng Ngãi",428384,3.9,089799761,www.ocean-apartments-monsoon.com.vn
945,Metro Rice Field House,Quảng Ngãi,"84 Lê Lợi, Quảng Ngãi",485284,4.9,092351248,www.metro-rice-field-house.com.vn
946,Golden Nha Trang House,Quảng Ngãi,"173 Hai Bà Trưng, Quảng Ngãi",301173,3.9,0255-475-5104,www.golden-nha-trang-house.vn
947,Lotus Mango Villa,Quảng Ngãi,"92 Lê Lợi, Quảng Ngãi",267354,3.6,0255-237-6877,www.lotus-mango-villa.com.vn
948,Horizon Suites Monsoon,Quảng Ngãi,"297 Đồng Khởi, Quảng Ngãi",438023,4.8,081658216,www.horizon-suites-monsoon.com
949,Golden Lodge Mekong,Quảng Ngãi,"66 Lê Duẩn, Quảng Ngãi",250000,3.1,033382875,www.golden-lodge-mekong.vn
950,Royal Sunset Palace,Quảng Ngãi,"163 Ngô Quyền, Quảng Ngãi",250000,2.6,0255-931-5244,www.royal-sunset-palace.com.vn
951,Grand Villa Seaside,Quảng Ngãi,"121 Đồng Khởi, Quảng Ngãi",253725,3.4,0255-723-2268,www.grand-villa-seaside.com
952,Pearl Saigon River Apartments,Quảng Ngãi,"219 Trần Phú, Quảng Ngãi",402810,4.7,0255-568-6488,www.pearl-saigon-river-apartments.com.vn
953,Horizon Mango Hotel,Quảng Ngãi,"189 Phan Chu Trinh, Quảng Ngãi",250000,2.6,032084464,www.horizon-mango-hotel.com.vn
954,Palm House Rice Field,Quảng Ngãi,"111 Quang Trung, Quảng Ngãi",311925,3.4,094902285,www.palm-house-rice-field.com
955,Imperial Rice Field House,Quảng Ngãi,"276 Cách Mạng Tháng Tám, Quảng Ngãi",470859,4.3,0255-252-8738,www.imperial-rice-field-house.vn
956,Palm Lotus Lodge,Quảng Ngãi,"295 Hùng Vương, Quảng Ngãi",250169,3.2,0255-986-6930,www.palm-lotus-lodge.com
957,Central Halong Suites,Quảng Ngãi,"210 Nguyễn Thị Minh Khai, Quảng Ngãi",285348,3.4,0255-570-8932,www.central-halong-suites.vn
958,Imperial Monsoon Suites,Quảng Ngãi,"65 Ngô Quyền, Quảng Ngãi",432277,4.8,097205264,www.imperial-monsoon-suites.com.vn
959,Ocean Danang Apartments,Quảng Ngãi,"259 Cách Mạng Tháng Tám, Quảng Ngãi",518594,5.0,092848439,www.ocean-danang-apartments.com
960,Lotus Mekong House,Quảng Ngãi,"52 Lê Duẩn, Quảng Ngãi",250000,2.8,0255-906-3735,www.lotus-mekong-house.com
961,Sunrise Sunset Apartments,Quảng Ngãi,"182 Cách Mạng Tháng Tám, Quảng Ngãi",250000,2.8,0255-500-2950,www.sunrise-sunset-apartments.com.vn
962,Ocean Halong Hotel,Quảng Ngãi,"182 Trần Phú, Quảng Ngãi",568278,4.9,073968816,www.ocean-halong-hotel.vn
963,Sunrise House Danang,Long An,"4 Điện Biên Phủ, Long An",323335,4.0,074288185,www.sunrise-house-danang.com
964,Palm Lodge Halong,Long An,"153 Bạch Đằng, Long An",253492,3.7,0272-737-9326,www.palm-lodge-halong.com.vn
965,Silver Lotus Inn,Long An,"22 Điện Biên Phủ, Long An",432375,4.5,095409505,www.silver-lotus-inn.com.vn
966,Sky Villa Halong,Long An,"146 Quang Trung, Long An",250000,2.9,0272-429-3774,www.sky-villa-halong.com.vn
967,Golden Resort Nha Trang,Long An,"73 Lê Lợi, Long An",250000,2.7,0272-372-1448,www.golden-resort-nha-trang.vn
968,Royal House Seaside,Long An,"4 Hùng Vương, Long An",343784,3.7,0272-488-7987,www.royal-house-seaside.vn
969,Central Bamboo Lodge,Long An,"62 Nguyễn Huệ, Long An",287232,3.6,0272-340-5562,www.central-bamboo-lodge.vn
970,Riverside Resort Nha Trang,Long An,"168 Trần Phú, Long An",250000,2.9,0272-953-9402,www.riverside-resort-nha-trang.vn
971,Majestic Villa Hanoi,Long An,"52 Cách Mạng Tháng Tám, Long An",479215,4.8,0272-771-1583,www.majestic-villa-hanoi.vn
972,Horizon Phu Quoc Apartments,Long An,"101 Bạch Đằng, Long An",250000,3.2,073893159,www.horizon-phu-quoc-apartments.com
973,Horizon House Da Lat,Long An,"223 Lý Thường Kiệt, Long An",250000,2.7,0272-382-1635,www.horizon-house-da-lat.com.vn
974,Golden Suites Saigon River,Long An,"272 Lê Duẩn, Long An",308694,4.1,0272-437-5786,www.golden-suites-saigon-river.vn
975,Garden Azure Villa,Long An,"247 Khuê Văn Các, Long An",250000,3.2,085298326,www.garden-azure-villa.com.vn
976,Imperial Resort Hue,Long An,"164 Nguyễn Thị Minh Khai, Long An",341809,4.2,0272-331-8925,www.imperial-resort-hue.com.vn
977,Lotus Nha Trang Hotel,Long An,"138 Hai Bà Trưng, Long An",364671,3.8,036756295,www.lotus-nha-trang-hotel.com.vn
978,Ocean Bamboo Apartments,Long An,"134 Nguyễn Trãi, Long An",392886,4.8,087511747,www.ocean-bamboo-apartments.com.vn
979,Central Rice Field Inn,Long An,"106 Khuê Văn Các, Long An",328323,4.4,082329843,www.central-rice-field-inn.com
980,Grand Resort Lotus,Long An,"284 Quang Trung, Long An",250000,2.7,0272-748-4251,www.grand-resort-lotus.com
981,Emerald Nha Trang Lodge,Long An,"192 Phan Chu Trinh, Long An",250000,3.3,031361328,www.emerald-nha-trang-lodge.vn
982,Riverside Mekong Breeze Hotel,Hậu Giang,"145 Phan Chu Trinh, Hậu Giang",250000,3.3,091345463,www.riverside-mekong-breeze-hotel.vn
983,Riverside Apartments Azure,Hậu Giang,"139 Điện Biên Phủ, Hậu Giang",351892,4.7,0293-920-7805,www.riverside-apartments-azure.com
984,Grand House Phu Quoc,Hậu Giang,"201 Nguyễn Huệ, Hậu Giang",250000,3.0,0293-531-7965,www.grand-house-phu-quoc.vn
985,Grand Bamboo Suites,Hậu Giang,"136 Nguyễn Huệ, Hậu Giang",455098,4.9,0293-639-2524,www.grand-bamboo-suites.com
986,Metro Mekong Breeze Lodge,Hậu Giang,"260 Khuê Văn Các, Hậu Giang",250000,3.1,0293-603-7106,www.metro-mekong-breeze-lodge.vn
987,Riverside Rice Field Hotel,Hậu Giang,"119 Nguyễn Trãi, Hậu Giang",292234,3.6,0293-518-6446,www.riverside-rice-field-hotel.com
988,Horizon Resort Seaside,Hậu Giang,"107 Phan Chu Trinh, Hậu Giang",417951,4.7,0293-344-7605,www.horizon-resort-seaside.vn
989,Garden Rice Field Suites,Hậu Giang,"253 Đồng Khởi, Hậu Giang",250000,3.1,0293-354-1598,www.garden-rice-field-suites.com.vn
990,Sky Saigon Lodge,Hậu Giang,"288 Hùng Vương, Hậu Giang",403793,4.5,0293-867-4862,www.sky-saigon-lodge.com.vn
991,Central House Seaside,Hậu Giang,"54 Trần Phú, Hậu Giang",250000,3.6,0293-213-3655,www.central-house-seaside.vn
992,Riverside Bamboo Resort,Hậu Giang,"218 Đồng Khởi, Hậu Giang",320895,3.7,0293-343-9963,www.riverside-bamboo-resort.com.vn
993,City Halong Apartments,Hậu Giang,"139 Hai Bà Trưng, Hậu Giang",331442,3.8,0293-865-3718,www.city-halong-apartments.com
994,Silver Da Lat Villa,Hậu Giang,"129 Nguyễn Văn Cừ, Hậu Giang",272426,3.7,0293-964-3217,www.silver-da-lat-villa.com
995,Palm Palace Saigon,Hậu Giang,"214 Trần Hưng Đạo, Hậu Giang",250000,2.9,034194074,www.palm-palace-saigon.com
996,Riverside Lotus Resort,Hậu Giang,"240 Đồng Khởi, Hậu Giang",284053,4.0,094531231,www.riverside-lotus-resort.com
997,Golden Monsoon Lodge,Hậu Giang,"207 Quang Trung, Hậu Giang",440952,4.8,091793497,www.golden-monsoon-lodge.com
998,Pearl Mekong Resort,Hậu Giang,"268 Điện Biên Phủ, Hậu Giang",374680,4.0,0293-990-5542,www.pearl-mekong-resort.vn
999,Lotus Palace Da Lat,Hậu Giang,"2 Phan Chu Trinh, Hậu Giang",470849,4.5,0293-829-3400,www.lotus-palace-da-lat.com
1000,Lotus Saigon Villa,Hậu Giang,"27 Trần Phú, Hậu Giang",250000,2.8,0293-683-6359,www.lotus-saigon-villa.com.vn
